epoch,loss,acc
1,3.156945576743474,0.17981925843253968
2,2.202399278443957,0.3807741195436508
3,1.8074954549471538,0.4705016121031746
4,1.622781531205253,0.5206705729166666
5,1.4729507593881517,0.5493396577380952
6,1.382888500652616,0.5669410342261905
7,1.3187792849919153,0.5817289806547619
8,1.268451041645474,0.5924556671626984
9,1.2262396760403165,0.604461185515873
10,1.1889390406154452,0.6160791790674603
11,1.1542238588370974,0.6278211805555556
12,1.1144664613973527,0.6405087425595238
13,1.0803078521811773,0.6524755084325397
14,1.0523169121098896,0.6594122023809523
15,1.0240139119208804,0.6683872767857143
16,0.9961353109942542,0.6758897569444444
17,0.9720314495147221,0.6838727678571429
18,0.9480891795385451,0.6912047371031746
19,0.927785378126871,0.6964363219246031
20,0.9069026169322786,0.7030397445436508
21,0.8852005936796703,0.709410652281746
22,0.8665934294935257,0.7165953621031746
23,0.8415088119014861,0.7242761036706349
24,0.8210086595444452,0.7305385044642857
25,0.8021280652000791,0.7352043030753969
26,0.78218731709889,0.7423967633928571
27,0.7662135542385162,0.7467835441468254
28,0.7480133909081655,0.7524181547619048
29,0.7298334203069172,0.7589363219246031
30,0.7100825399633438,0.7644081721230159
31,0.6963108877340952,0.7693297371031746
32,0.6785397624212598,0.7750031001984127
33,0.6618607976133861,0.7805137028769841
34,0.6475243194708749,0.7848462301587301
35,0.630060887525952,0.7899383060515873
36,0.6190031241802942,0.7947203621031746
37,0.6047365738758965,0.7998744419642857
38,0.5917393851374823,0.8029281374007936
39,0.5813522234795585,0.8065863715277778
40,0.5667418806798874,0.8122209821428571
41,0.5535331020752589,0.8158172123015873
42,0.5387366648231234,0.8205295138888888
43,0.5281563630652806,0.8242885044642857
44,0.5150538988056637,0.8280397445436508
45,0.5077808009726661,0.8307446676587301
46,0.498049234113996,0.8335658482142857
47,0.4865284857768861,0.8372008308531746
48,0.4792716446376982,0.8392392113095238
49,0.46635827895194765,0.8425951760912699
50,0.4585334682275379,0.8466874379960317
51,0.44737206565009224,0.8512059771825397
52,0.441405661522396,0.8513144841269841
53,0.43219324780835044,0.8549727182539683
54,0.42423222675209954,0.8582201760912699
55,0.41572327060358866,0.8592664930555556
56,0.40627167882427334,0.8635060143849206
57,0.3959019264531514,0.8666062127976191
58,0.39065270788139767,0.8690708705357143
59,0.3823711843717666,0.8710782490079365
60,0.37797098027335274,0.8723338293650794
61,0.37207935513958096,0.8741784474206349
62,0.36522021676812855,0.8763098338293651
63,0.3580255155998563,0.8795572916666666
64,0.35195775306414046,0.8802858382936508
65,0.3451865055258312,0.8833705357142857
66,0.3436764157007611,0.8834015376984127
67,0.3385077492585258,0.8856026785714286
68,0.33077063352342634,0.8879820808531746
69,0.3233735305922372,0.8907412574404762
70,0.3229616650986293,0.8893306671626984
71,0.31520453556662514,0.8936476934523809
72,0.31476979241484687,0.893097408234127
73,0.3101633744580405,0.8940274677579365
74,0.3040425188484646,0.8965231274801587
75,0.2995754961693098,0.8985382564484127
76,0.2962176725268364,0.8994605654761905
77,0.2894347941591626,0.9014679439484127
78,0.2887527696670048,0.9023902529761905
79,0.28630547000775264,0.9031653025793651
80,0.278688029992202,0.9058392237103174
81,0.2773352117528991,0.9053199404761905
82,0.2757930559298349,0.9059012276785714
83,0.2714026580963816,0.9075598338293651
84,0.26838682189820307,0.9084821428571429
85,0.27074555804332096,0.9076218377976191
86,0.2616128156345988,0.9117451016865079
87,0.25870755764227066,0.9122488839285714
88,0.2536550761451797,0.9139462425595238
89,0.24935040126244226,0.9152018229166666
90,0.25061110288850846,0.915008060515873
91,0.25023362277046085,0.9154265873015873
92,0.24705861485193645,0.9158296130952381
93,0.2414150954712005,0.9185732886904762
94,0.24166708605157006,0.9174572172619048
95,0.23672677943157772,0.9196738591269841
96,0.23519529520519197,0.9208286830357143
97,0.23260291618487192,0.9214564732142857
98,0.23029452562332153,0.9216192336309523
99,0.2270068039023687,0.9234793526785714
100,0.2242860376598343,0.9240141369047619
